index,user_id,movie_id,tag,timestamp
167,62,45447,Tom Hanks,Sun May  6 21:04:27 2018
168,62,45447,treasure hunt,Sun May  6 21:04:44 2018
169,62,46723,Brad Pitt,Sat May  5 22:03:37 2018
170,62,46723,cate blanchett,Sat May  5 22:03:47 2018
171,62,46723,multiple storylines,Sat May  5 22:03:35 2018
172,62,46723,social commentary,Sat May  5 22:04:06 2018
173,62,46972,Ben Stiller,Sat May  5 22:04:14 2018
174,62,46972,Robin Williams,Sat May  5 22:04:15 2018
175,62,46976,emma thompson,Thu Sep 13 22:38:12 2018
176,62,46976,Maggie Gyllenhaal,Thu Sep 13 22:37:35 2018
177,62,46976,modern fantasy,Thu Sep 13 22:37:38 2018
178,62,46976,romance,Thu Sep 13 22:37:31 2018
179,62,46976,surreal,Thu Sep 13 22:37:42 2018
180,62,46976,Will Ferrell,Thu Sep 13 22:37:33 2018
181,62,49130,Marion Cotillard,Thu May 17 19:39:31 2018
182,62,49530,Africa,Thu Sep 13 22:38:26 2018
183,62,49530,corruption,Thu Sep 13 22:38:24 2018
184,62,49530,Jennifer Connelly,Thu Sep 13 22:38:21 2018
185,62,49530,justice,Thu Sep 13 22:38:29 2018
186,62,49530,Leonardo DiCaprio,Thu Sep 13 22:38:18 2018
187,62,53464,bad acting,Sat May  5 22:13:17 2018
188,62,53464,bad jokes,Sat May  5 22:13:31 2018
189,62,53464,bad plot,Sat May  5 22:13:42 2018
190,62,53464,Chris Evans,Sat May  5 22:13:27 2018
191,62,53464,Jessica Alba,Sat May  5 22:13:14 2018
192,62,53464,Marvel,Sat May  5 22:13:12 2018
193,62,53464,sexy female scientist,Sat May  5 22:13:33 2018
194,62,58047,Rachel Weisz,Wed Jun 13 18:02:44 2018
195,62,58047,Ryan Reynolds,Wed Jun 13 18:02:27 2018
196,62,59501,fantasy,Sun May  6 21:11:47 2018
197,62,59501,lion,Sun May  6 21:11:57 2018
198,62,59501,narnia,Sun May  6 21:11:48 2018
199,62,59501,Tilda Swinton,Sun May  6 21:13:23 2018
200,62,60074,bad script,Sat May  5 22:01:56 2018
201,62,60074,Charlize Theron,Sat May  5 22:02:01 2018
202,62,60074,Will Smith,Sat May  5 22:01:47 2018
203,62,60126,Anne Hathaway,Tue May 22 16:50:40 2018
204,62,60126,Steve Carell,Tue May 22 16:50:38 2018
205,62,60756,comedy,Thu Jun 14 00:59:44 2018
206,62,60756,funny,Thu Jun 14 00:59:41 2018
207,62,60756,will ferrell,Thu Jun 14 00:59:39 2018
208,62,61024,comedy,Thu Jun 14 00:56:58 2018
209,62,61024,James Franco,Thu Jun 14 00:56:54 2018
210,62,61024,Seth Rogen,Thu Jun 14 00:56:56 2018
211,62,61024,Stoner Movie,Thu Jun 14 00:56:59 2018
212,62,63992,audience intelligence underestimated,Thu Jun 14 00:57:17 2018
213,62,63992,boring,Thu Jun 14 00:57:21 2018
214,62,63992,chick flick,Thu Jun 14 00:57:27 2018
215,62,63992,overrated,Thu Jun 14 00:57:20 2018
216,62,63992,Teen movie,Thu Jun 14 00:57:13 2018
217,62,68848,Adrien Brody,Fri May 25 19:51:45 2018
218,62,68848,con artists,Fri May 25 19:52:00 2018
219,62,68848,funny,Fri May 25 19:52:02 2018
220,62,68848,interesting characters,Fri May 25 19:52:04 2018
221,62,68848,Mark Ruffalo,Fri May 25 19:51:56 2018
222,62,68848,Rachel Weisz,Fri May 25 19:51:51 2018
223,62,71535,Bill Murray,Sat Jun 23 19:06:38 2018
224,62,71535,dark comedy,Sat Jun 23 19:06:29 2018
225,62,71535,Emma Stone,Sat Jun 23 19:06:32 2018
226,62,71535,funny,Sat Jun 23 19:06:34 2018
227,62,71535,Jesse Eisenberg,Sat Jun 23 19:06:26 2018
228,62,71535,Woody Harrelson,Sat Jun 23 19:05:29 2018
229,62,87430,audience intelligence underestimated,Sat May  5 22:19:32 2018
230,62,87430,CGI,Sat May  5 22:19:28 2018
231,62,87430,cheesy,Sat May  5 22:19:30 2018
232,62,87430,comic book,Sat May  5 22:19:24 2018
233,62,87430,DC,Sat May  5 22:19:36 2018
234,62,87430,DC Comics,Sat May  5 22:19:44 2018
235,62,87430,Ryan Reynolds,Sat May  5 22:19:22 2018
236,62,87430,space,Sat May  5 22:19:42 2018
237,62,87430,superhero,Sat May  5 22:19:41 2018
238,62,88405,comedy,Sat May  5 22:14:39 2018
239,62,88405,funny,Sat May  5 22:14:28 2018
240,62,88405,happy ending,Sat May  5 22:14:32 2018
241,62,88405,HOT actress,Sat May  5 22:14:40 2018
242,62,88405,Justin Timberlake,Sat May  5 22:14:33 2018
243,62,88405,Mila Kunis,Sat May  5 22:14:21 2018
244,62,88405,New York City,Sat May  5 22:14:26 2018
245,62,88405,romance,Sat May  5 22:14:43 2018
246,62,88405,sex,Sat May  5 22:14:24 2018
247,62,96861,Istanbul,Thu Jun 21 21:01:02 2018
248,62,96861,Liam Neeson,Thu Jun 21 21:00:50 2018
249,62,96861,predictable,Thu Jun 21 21:01:06 2018
250,62,96861,Turkey,Thu Jun 21 21:00:56 2018
251,62,96861,unnecessary sequel,Thu Jun 21 21:01:09 2018
252,62,99114,action,Fri May 11 23:46:32 2018
253,62,99114,Christoph Waltz,Fri May 11 23:46:06 2018
254,62,99114,funny,Fri May 11 23:46:18 2018
255,62,99114,good soundtrack,Fri May 11 23:46:25 2018
256,62,99114,Great performances,Fri May 11 23:46:08 2018
257,62,99114,Humour,Fri May 11 23:46:27 2018
258,62,99114,Leonardo DiCaprio,Fri May 11 23:46:02 2018
259,62,99114,Quentin Tarantino,Fri May 11 23:46:00 2018
260,62,99114,Samuel L. Jackson,Fri May 11 23:46:03 2018
261,62,99114,Soundtrack,Fri May 11 23:46:21 2018
262,62,99114,western,Fri May 11 23:46:13 2018
263,62,103042,Amy Adams,Sat May  5 22:22:08 2018
264,62,103042,superhero,Sat May  5 22:21:59 2018
265,62,104863,daniel radcliffe,Tue Jun 12 23:52:48 2018
266,62,104863,zoe kazan,Tue Jun 12 23:52:45 2018
267,62,107348,comedy,Thu Jun 14 01:10:11 2018
268,62,107348,Steve Carell,Thu Jun 14 01:10:00 2018
269,62,107348,stupid but funny,Thu Jun 14 01:10:13 2018
270,62,107348,will ferrell,Thu Jun 14 01:10:02 2018
271,62,108190,anti-intellectual,Sat May  5 22:14:01 2018
272,62,108190,bad writing,Sat May  5 22:13:55 2018
273,62,108190,dystopia,Sat May  5 22:13:50 2018
274,62,108190,new society,Sat May  5 22:13:52 2018
275,62,108190,plot holes,Sat May  5 22:14:05 2018
276,62,108190,predictable,Sat May  5 22:14:07 2018
277,62,108190,scifi,Sat May  5 22:13:59 2018
278,62,108190,unintelligent,Sat May  5 22:14:03 2018
279,62,111743,Charlize Theron,Sun Jul  1 19:57:00 2018
280,62,111743,Liam Neeson,Sun Jul  1 19:57:14 2018
281,62,111743,Seth MacFarlane,Sun Jul  1 19:56:59 2018
282,62,111743,witty,Sun Jul  1 19:56:57 2018
283,62,114180,action,Sat May  5 22:07:40 2018
284,62,114180,dystopia,Sat May  5 22:07:30 2018
285,62,114180,plot holes,Sat May  5 22:07:34 2018
286,62,114180,post-apocalyptic,Sat May  5 22:07:38 2018
287,62,114180,survival,Sat May  5 22:07:36 2018
288,62,114180,thriller,Sat May  5 22:07:51 2018
289,62,114180,unexplained,Sat May  5 22:07:53 2018
290,62,114180,weak plot,Sat May  5 22:07:43 2018
291,62,115149,dark hero,Mon Jun  4 23:44:11 2018
292,62,115149,gun-fu,Mon Jun  4 23:44:17 2018
293,62,115149,Keanu Reeves,Mon Jun  4 23:44:04 2018
294,62,115149,Revenge,Mon Jun  4 23:44:01 2018
295,62,115149,secret society,Mon Jun  4 23:44:18 2018
296,62,115149,stylish,Mon Jun  4 23:44:07 2018
297,62,116897,black comedy,Mon Jun  4 23:54:09 2018
298,62,116897,dark comedy,Mon Jun  4 23:54:19 2018
299,62,116897,dark humor,Mon Jun  4 23:54:07 2018
300,62,116897,ironic,Mon Jun  4 23:54:14 2018
301,62,116897,multiple short stories,Mon Jun  4 23:54:22 2018
302,62,116897,short stories,Mon Jun  4 23:54:12 2018
303,62,119141,bromance,Sat May  5 22:19:06 2018
304,62,119141,comedy,Sat May  5 22:18:58 2018
305,62,119141,funny,Sat May  5 22:18:49 2018
306,62,119141,James Franco,Sat May  5 22:18:52 2018
307,62,119141,Seth Rogen,Sat May  5 22:18:47 2018
308,62,122912,comic book,Fri May 11 09:57:03 2018
309,62,122912,Dr. Strange,Fri May 11 09:56:41 2018
310,62,122912,Great villain,Fri May 11 09:57:05 2018
311,62,122912,Guardians of the Galaxy,Fri May 11 09:56:55 2018
312,62,122912,Marvel,Fri May 11 09:56:37 2018
313,62,122912,MCU,Fri May 11 09:56:23 2018
314,62,122912,Robert Downey Jr.,Fri May 11 09:56:31 2018
315,62,122912,Thanos,Fri May 11 09:56:25 2018
316,62,122912,Thor,Fri May 11 09:56:50 2018
317,62,122912,Visually stunning,Fri May 11 09:56:34 2018
318,62,128360,characters,Fri May 11 23:48:30 2018
319,62,128360,Dialogue,Fri May 11 23:48:22 2018
320,62,128360,humor,Fri May 11 23:48:21 2018
321,62,128360,Kurt Russell,Fri May 11 23:48:06 2018
322,62,128360,Quentin Tarantino,Fri May 11 23:47:57 2018
323,62,128360,Samuel L. Jackson,Fri May 11 23:48:03 2018
324,62,128360,tension building,Fri May 11 23:48:00 2018
325,62,128360,violent,Fri May 11 23:48:32 2018
326,62,128360,Western,Fri May 11 23:48:19 2018
327,62,135133,dystopia,Sun May  6 21:11:20 2018
328,62,135133,Jennifer Lawrence,Sun May  6 21:11:24 2018
329,62,135133,love story,Sun May  6 21:11:27 2018
330,62,135133,nonsense,Sun May  6 21:11:28 2018
331,62,135133,politics,Sun May  6 21:11:39 2018
332,62,135133,rebellion,Sun May  6 21:11:23 2018
333,62,135133,revolution,Sun May  6 21:11:21 2018
334,62,135518,Ben Kingsley,Sun Jul  1 19:56:05 2018
335,62,135518,ethics,Sun Jul  1 19:55:46 2018
336,62,135518,immortality,Sun Jul  1 19:55:43 2018
337,62,135518,ryan reynolds,Sun Jul  1 19:55:52 2018
338,62,135536,Bad story,Sat May  5 22:18:10 2018
339,62,135536,Bad writing,Sat May  5 22:18:04 2018
340,62,135536,Batman,Sat May  5 22:17:57 2018
341,62,135536,Ben Affleck,Sat May  5 22:18:26 2018
342,62,135536,comic book,Sat May  5 22:18:12 2018
343,62,135536,dc comics,Sat May  5 22:18:00 2018
344,62,135536,good soundtrack,Sat May  5 22:18:09 2018
345,62,135536,Harley Quinn,Sat May  5 22:17:59 2018
346,62,135536,Harley Quinn's ass,Sat May  5 22:18:14 2018
347,62,135536,Horrible directing,Sat May  5 22:18:19 2018
348,62,135536,Jared Leto,Sat May  5 22:17:52 2018
349,62,135536,Joker,Sat May  5 22:17:54 2018
350,62,135536,lack of plot,Sat May  5 22:17:49 2018
351,62,135536,Margot Robbie,Sat May  5 22:17:53 2018
352,62,135536,Poor story,Sat May  5 22:18:07 2018
353,62,135536,poorly paced,Sat May  5 22:18:03 2018
354,62,135536,superhero,Sat May  5 22:18:23 2018
355,62,135536,visually appealing,Sat May  5 22:18:29 2018
356,62,135536,Will Smith,Sat May  5 22:17:56 2018
357,62,136864,action,Sat May  5 22:20:42 2018
358,62,136864,batman,Sat May  5 22:20:11 2018
359,62,136864,ben affleck,Sat May  5 22:20:23 2018
360,62,136864,dark,Sat May  5 22:20:27 2018
361,62,136864,dc comics,Sat May  5 22:20:25 2018
362,62,136864,Gal Gadot,Sat May  5 22:20:40 2018
363,62,136864,superhero,Sat May  5 22:20:43 2018
364,62,136864,superman,Sat May  5 22:20:13 2018
365,62,136864,wonderwoman,Sat May  5 22:20:33 2018
366,62,139385,leonardo DiCarpio,Fri May 11 23:50:25 2018
367,62,139385,survival,Fri May 11 23:50:19 2018
368,62,139385,tom hardy,Fri May 11 23:50:29 2018
369,62,139385,visually appealing,Fri May 11 23:50:38 2018
370,62,158966,building a family,Fri May 11 23:05:53 2018
371,62,158966,creative,Fri May 11 23:05:41 2018
372,62,158966,freedom,Fri May 11 23:05:39 2018
373,62,158966,good writing,Fri May 11 23:05:50 2018
374,62,158966,individualism,Fri May 11 23:05:44 2018
375,62,158966,Viggo Mortensen,Fri May 11 23:05:42 2018
376,62,168248,action,Mon Jun  4 23:44:55 2018
377,62,168248,dark hero,Mon Jun  4 23:44:51 2018
378,62,168248,gun tactics,Mon Jun  4 23:44:47 2018
379,62,168248,hitman,Mon Jun  4 23:44:53 2018
380,62,168248,Keanu Reeves,Mon Jun  4 23:44:44 2018
381,62,168248,organized crime,Mon Jun  4 23:44:49 2018
382,62,168248,secret society,Mon Jun  4 23:44:42 2018
383,62,174053,Dystopia,Sun May  6 21:09:01 2018
384,62,174053,future,Sun May  6 21:09:03 2018
385,62,174053,interesting,Sun May  6 21:09:06 2018
386,62,174053,jon hamm,Sun May  6 21:09:44 2018
387,62,174053,thought provoking,Sun May  6 21:09:04 2018
388,62,179401,Action,Thu Jun 14 01:02:18 2018
389,62,179401,Comedy,Thu Jun 14 01:02:14 2018
390,62,179401,Dwayne Johnson,Thu Jun 14 01:02:20 2018
391,62,179401,funny,Thu Jun 14 01:02:16 2018
392,62,183611,Comedy,Sun May 13 21:51:29 2018
393,62,183611,funny,Sun May 13 21:51:28 2018
394,62,183611,Rachel McAdams,Sun May 13 21:51:49 2018
395,62,184471,adventure,Sun Jun  3 12:21:40 2018
396,62,184471,Alicia Vikander,Sun Jun  3 12:21:54 2018
397,62,184471,video game adaptation,Sun Jun  3 12:21:38 2018
398,62,187593,Josh Brolin,Fri May 25 19:48:16 2018
399,62,187593,Ryan Reynolds,Fri May 25 19:48:12 2018
400,62,187593,sarcasm,Fri May 25 19:48:10 2018
401,62,187595,Emilia Clarke,Thu Jun 14 01:02:40 2018
402,62,187595,star wars,Thu Jun 14 01:02:32 2018
403,63,260,classic,Fri Sep 25 17:48:18 2015
404,63,260,space action,Fri Sep 25 17:48:30 2015
405,76,260,action,Mon Aug 10 01:13:14 2015
406,76,260,sci-fi,Mon Aug 10 01:13:08 2015
407,103,260,EPIC,Mon May 18 14:05:12 2015
408,103,260,great soundtrack,Mon May 18 14:05:37 2015
409,103,296,good dialogue,Mon May 18 14:09:15 2015
410,103,296,great soundtrack,Mon May 18 14:09:15 2015
411,103,296,non-linear,Mon May 18 14:09:15 2015
412,106,4896,Everything you want is here,Sun Jul  3 18:29:04 2016
413,106,106489,adventure,Sun Jul  3 18:29:39 2016
414,112,260,classic sci-fi,Fri Sep 18 01:21:22 2015
415,112,260,engrossing adventure,Fri Sep 18 01:21:13 2015
416,112,260,EPIC,Fri Sep 18 01:21:06 2015
417,119,260,classic,Fri Jul  3 17:55:30 2015
418,119,260,Nerd,Fri Jul  3 17:55:20 2015
419,119,101142,animation,Fri Jul 10 22:17:47 2015
420,119,101142,funny,Fri Jul 10 22:17:47 2015
421,119,101142,stone age,Fri Jul 10 22:17:47 2015
422,119,115149,action,Fri Jul 24 19:39:03 2015
423,119,115149,killer,Fri Jul 24 19:39:03 2015
424,119,115149,widows/widowers,Fri Jul 24 19:39:03 2015
425,119,115617,animation,Fri Jul  3 18:34:50 2015
426,119,115617,kids,Fri Jul  3 18:34:50 2015
427,119,115617,robots,Fri Jul  3 18:34:50 2015
428,119,120635,action,Sat Aug  1 15:28:26 2015
429,119,120635,murder,Sat Aug  1 15:28:26 2015
430,119,120635,police,Sat Aug  1 15:28:26 2015
431,125,1726,Kevin Costner,Wed Sep 21 19:41:57 2016
432,125,1726,Post apocalyptic,Wed Sep 21 19:42:00 2016
433,125,2387,dark comedy,Tue Sep 20 15:37:05 2016
434,125,2387,dark humor,Tue Sep 20 15:37:03 2016
435,125,3052,irreverent,Fri Sep 23 01:54:32 2016
436,125,3052,jay and silent bob,Fri Sep 23 01:53:24 2016
437,125,3052,Kevin Smith,Fri Sep 23 01:53:20 2016
438,125,3052,satire,Fri Sep 23 01:53:17 2016
439,125,5088,irreverent,Fri Sep 23 01:56:47 2016
440,125,7022,based on a book,Tue Sep 20 15:29:09 2016
441,125,7022,bloody,Tue Sep 20 15:29:15 2016
442,125,7022,brutal,Tue Sep 20 15:26:52 2016
443,125,7022,controversial,Tue Sep 20 15:30:12 2016
444,125,7022,dystopia,Tue Sep 20 15:29:39 2016
445,125,7022,goretastic,Tue Sep 20 15:29:46 2016
446,125,7022,satire,Tue Sep 20 15:28:59 2016
447,125,7022,social commentary,Tue Sep 20 15:29:48 2016
448,125,7022,survival,Tue Sep 20 15:26:49 2016
449,125,7022,violence,Tue Sep 20 15:29:05 2016
450,125,7254,alternate reality,Tue Sep 20 15:24:01 2016
451,125,7254,sci-fi,Tue Sep 20 15:24:08 2016
452,125,7254,science fiction,Tue Sep 20 15:24:15 2016
453,125,7254,time travel,Tue Sep 20 15:23:59 2016
454,125,8957,brutal,Tue Sep 20 15:33:21 2016
455,125,8957,clever,Tue Sep 20 15:33:39 2016
456,125,8957,Disturbing,Tue Sep 20 15:33:35 2016
457,125,8957,great ending,Tue Sep 20 15:33:07 2016
458,125,8957,mindfuck,Tue Sep 20 15:33:02 2016
459,125,8957,surprise ending,Tue Sep 20 15:32:53 2016
460,125,8957,suspense,Tue Sep 20 15:33:14 2016
461,125,9010,cruel characters,Tue Sep 20 15:25:29 2016
462,125,42632,brutality,Tue Sep 20 15:24:52 2016
463,125,58301,dark humor,Tue Sep 20 15:26:01 2016
464,125,60950,threesome,Fri Sep 23 01:50:17 2016
465,125,62434,Seth Rogen,Fri Sep 23 02:01:16 2016
466,125,62434,Sexual Humor,Fri Sep 23 02:01:13 2016
467,125,67695,Seth Rogen,Tue Sep 20 15:35:23 2016
468,125,100083,embarassing scenes,Tue Sep 20 14:11:15 2016
469,125,100083,offensive,Tue Sep 20 14:11:00 2016
470,125,100083,R language,Tue Sep 20 14:10:35 2016
